sentence1	sentence2	label
Through Responsive and Naturalistic Approaches .	Unnatural and unresponsive approaches	contradiction
The national award was created to recognize an attorney in practice for less than 10 years for excellence in public interest or pro bono activities .	The national award recognizes attorneys with more than 20 years of experience dealing with pro bono work .	contradiction
This includes all testing , information review , and interviews related to data reliability .	All testing related to data reliability will not be included .	contradiction
He also has a private practice .	He only conducts public practice .	contradiction
The technical how-tos for these three strategies will be summarized later in this paper .	There are three strategies for improvement discussed in the paper .	entailment
The final aim of screening must be improved outcomes through referral and counseling .	Screening needs to find people with problems , but it does n't have to accomplish anything else .	contradiction
eThe number of deletions was negligible .	The precise number of deletions was 71 .	neutral
If the difference between these two prices is large enough , the mailer could hire a trucking firm , as discussed above .	Regardless of price differences , the mailer could not hire a trucking firm .	contradiction
Consistent with GAO 's Congressional Protocols , GAO will then offer the requester ( s ) a draft of the product that is with the agency for comment .	The GAO has no protocols regarding the submission of the product 's draft .	contradiction
Previously , at the request of the Republican Ranking Minority Member of the House Committee on Government Operations , GAO reviewed activities of President Clintonas Task Force on Health Care Reform and was provided with an extensive listing of working group participants drawn from the government and from outside organizations .	The GAO have reviewed the activities of President Clinton 's Task Force .	entailment
He thought the biggest barrier was how to change the culture in the ED so that staff would ask screening questions .	The biggest barrier was thought to be how to maintain the culture	contradiction
The agency also receives a percentage of money from the Interest On Lawyers ' Trust Accounts .	They get some funding from the account .	entailment
Programs in Michigan and the District of Columbia received one-year grant terms for 2002 .	Programs in Michigan receive no grants at all .	contradiction
The analysis concluded that , because the rule relaxed the hog cholera-related restrictions imposed on the importation of live swine and prepared pork products from Sonora , Mexico , the proposed rule could have a significant economic impact on a substantial number of small entities in the United States .	The analysis stated that the rule might have a large impact on small entities in the US .	entailment
Upon commencement of commercial operation of each new utility unit under subpart 1 of part B , the unit shall comply with the requirements of subsection ( a ) ( 1 ) .	the unit shall comply with the requirements of subsection a1 under certain conditions .	entailment
facilitate suits for benefits by using the State and Federal courts and the independent bar on which those courts depend for the proper performance of their duties and responsibilities .	Federal refers to national and state refers to local , duties and responsibilities may vary between Federal and State levels .	neutral
He thought the biggest barrier was how to change the culture in the ED so that staff would ask screening questions .	The biggest barrier was thought to be how to change the culture	entailment
Many are based on industry-recognized models such as the Constructive Cost Model ( COCOMO ) , PRICE , Putnam , and Jensen .	Many are said to be based on models such as the Constructive Cost Model .	entailment
As the budgets , functions , and points of service of many government programs devolve to state and local government , private entities and nonprofit organizations , and other third parties , it may become harder for GAO to obtain the records it needs to complete audits and evaluations .	Audits and evaluations are harder because it is more difficult for GAO to get the records .	entailment
Each working group met several times to develop recommendations for changes to the legal services delivery system .	The groups disagreed on the appropriate action to take , but they finally found a solution .	neutral
Medicare gross outlay projections based on intermediate assumptions of the 2001 HI and SMI Trustees ' reports .	HI and SMI Trustee reports were used to estimate future Medicare costs .	entailment
These provisions may have to be reexamined as well .	The last provisions were initially examined incorrectly .	neutral
The Illinois Equal Justice Foundation has recently made its first grants from money appropriated by the Illinois General Assembly .	The Illinois Equal Justice Foundation just received money from the Illinois General Assembly .	entailment
11 These departures permit them take advantage of the lower cost of living as well as to be reunited with their spouses and children .	The departures help them take advantage of the high cost of living in other areas .	contradiction
The seven grants flow from a new Nonprofit Capacity Building program at the foundation , part of a trend among philanthropists to give money to help organizations grow stronger , rather than to the program services they provide .	The grants flow from a Nonprofit Capacity Building program at the foundation , exemplifying a trend among philanthropists to give money to grow organizations .	entailment
2466 , discusses the four collections , which include certification of a minimum number of installed and operating microwave links and the maintenance of a computer-readable database .	2466 discusses four collections .	entailment
Number of testimonies	There are a number of testimonials .	entailment
At the time of publication , this document , along with other publications pertaining to information security , was available on NIST 's Computer Security Resource Clearinghouse internet page at //csrc.nist.gov/publications.html .	The document and other security information was on NIST 's webpage .	entailment
It 's Legal Aid 's commitment to justice .	It is legal aid 's dedication to justice every year .	neutral
Beyond the Quantitative Cul-de- A Qualitative Perspective on Youth Employment Programs .	The paper looks at veteran employment programs .	contradiction
Finally , the Administration strongly opposes including reductions for CO2 in S. 556 or any multi-pollutant bill .	Any multi-pollutant bill is supported by the Administration .	contradiction
Programs that do this typically have successful cost and schedule outcomes .	None of the programs have successful costs .	contradiction
I hope that all key parties will take the necessary steps to address any real and perceived problems that serve to undercut public trust and confidence .	I hope that no key parties take steps to address problems .	contradiction
appropriate agency representatives , help resolve	the right agency workers , help fix my security system	neutral
How effectively DOD manages these funds will determine whether it receives a good return on its investment .	The DOD could receive a good return on these funds if it manages them well .	entailment
Together they had a force of 130 attorneys and the responsibility to serve the civil legal needs of about 550,000 poor and vulnerable people throughout the state .	Altogether there were 130 lawyers striving to serve 550,000 vulnerable and less fortunate individuals in the state .	entailment
8 Follow-up to the May 8 , 2001 , Hearing Regarding the IRS Restructuring Act 's Goals and IRS Funding ( GAO-01-903R , June 29 , 2001 ) , and IRS Continued Improvement in Management Capability Needed to Support Long-Term Transformation	There was a 2001 hearing involving an IRS Act and IRS Funding .	entailment
In manual systems , attestations , verifications , and approvals are usually shown by a signature or initial of an individual on a hard copy document .	The only things that signatures in manual systems show are attestations , verifications , or approvals .	neutral
TEST ORGANISMS	Test Rocks	contradiction
H-2A agricultural workers are required to maintain a foreign residence which they have no intention of abandoning .	These residences must be verified in person by local authorities before a visa is granted .	neutral
In Texas , the ability to produce fairly stated external financial reports was only the first step in building a more effective , resultsoriented government .	The first step to building a more effective government in Texas was the ability to produce fairly stated external financial reports .	entailment
As a professional courtesy , GAO will inform requesters of substantive media inquiries during an ongoing assignment .	During an ongoing assignment , GAO will inform requesters of substantive media inquiries .	entailment
Turns out that Bill got one letter last year that just tore at his heartstrings .	Bill got more than one letter last year that made him feel loved .	neutral
It 's very hard to believe , for anyone who knows me well , but I was actually speechless for a period , Zelon said .	Zelon was just as talkative as always and never had a moment of speechlessness .	contradiction
4 ) Not enough is known about how nontransportation costs vary with distance .	The reason for the lack of information is the fact that what goes into nontransportation costs can differ dramatically by individual .	neutral
Although the accounting and reporting model needs to be updated , in my view , the current attest and assurance model is also out of date .	The accounting model needs to be updated in addition to the acquisition model .	entailment
From 1998 through 2000 , the federal government achieved surpluses , shifting from being a drain on net national saving to become a contributor to it .	Irresponsible spending led the government deeper into debt by the late 1990s .	contradiction
I hope that our common interests will lead us to a consensus - one that will provide the country with significant benefits .	it is not hoped that the common interests will lead us to a consensus .	contradiction
Figure 1 : Delivery Points to Stops	The only figure presented	neutral
Acute Bronchitis Upper Respiratory Symptoms Lower Respiratory Symptoms Work Loss Days Minor Restricted Activity Days ( minus asthma attacks )	Acute bronchitis does not lead to loss of work days .	contradiction
Through Responsive and Naturalistic Approaches .	Through natural and responsive spproaches	entailment
Although it is a significant part of the poverty population , Asians historically have not been able to participate in the services and programs available to the poor , he said .	Asians are always poor .	neutral
Model yields an estimate of the percentage change in a household 's demand for postage as a result of owning a computer	Owning a computer does n't change the usage of postage for a household .	contradiction
saving that did not finance domestic investment would increase net foreign investment and improve the current account balance .	It is not possible for net foreign investment to improve .	contradiction
For instance , mandatory account proposals are more likely to increase private saving because such a program would require households that do not currently save-such as many low-income individuals or families-to place some amount in an individual account .	People who dont voluntarily save money are less likely to have bank accounts .	neutral
These aliens may seek legal assistance at any time during the year , although limited English ability and lack of knowledge of rights and procedures may provide obstacles to seeking and obtaining representation .	These immigrants often need legal assistance for the workplace .	neutral
While headquarters staffing is to be streamlined , the staffing levels at the ports are to be maintained or increased .	Staffing levels at the ports are maintained or increased as headquarters ' staff is streamlined .	entailment
This includes all testing , information review , and interviews related to data reliability .	All testing will be made before 12pm on Mondays .	neutral
explanations , and to corroborate findings .	To disapprove findings and explanations .	contradiction
Through the Web site , a total of 1,634 associates donated nearly $ 200,000 to Legal Aid in 2002 .	1,634 associates gave money to Legal Aid through their GoFundMe site .	neutral
We saw a whole new model develop - a holistic approach to lawyering , one-stop shopping , she said .	She felt like holistic lawyering overcomplicates the shopping process .	contradiction
Charles Geveden has introduced legislation that will increase the Access to Justice supplement on court filing fees .	Charles Geveden insisted on keeping the supplement at the same amount .	contradiction
The Passaic office is refusing to join in that reconfiguration , which goes into effect Jan .	It will be reconfigured in March .	contradiction
More detailed implementation plans also will be necessary to address business system , processes , and resource issues .	Less detailed plans will be necessary to address business systems	contradiction
The following are examples of how teams were used in the agency initiatives we reviewed .	We did not review how teams were used in the initiatives .	contradiction
The Honorable Bill Archer , Chairman The Honorable Charles B. Rangel Ranking Minority Member Committee on Ways and Means House of Representatives	Bill Archer has been serving in the House of Representatives for a very long time .	neutral
Additional information is provided to help managers incorporate the standards into their daily operations .	Managers should develop their own standards for operations without any assistance .	contradiction
In its submission , HCFA did not identify any other statute or executive order imposing procedural requirements relevant to the rule .	HCFA did n't identify any other executive order .	entailment
Wagonheim said the program not only will benefit the needy , but also will help improve the public image of lawyers .	One of the benefits of the program is the boost to lawyers ' public image .	entailment
Finally , the FDA will conduct workshops , issue guidance manuals and videotapes , and hold teleconferences to aid small entities in complying with the rule .	The FDA will only issue videotapes .	contradiction
And yet , we still lack a set of global accounting and reporting standards that reflects the globalization of economies , enterprises , and markets .	We have comprehensive global reporting standards that reflects the globalization of economies , and markets .	contradiction
Views from Implementation Research in Education .	Lack of views on research in education	contradiction
eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements .	The rules are followed to the letter .	neutral
Using teams can also assist in integrating different perspectives , flattening organizational structure , and streamlining operations .	Streamlining operations is one of the areas in which the teams can assist .	entailment
We are concerned that the significant emissions reductions are required too quickly .	We 're concerned about emissions reducing too quickly .	contradiction
Last year at Tuscaloosa 's Turning Point Domestic Violence Sexual Assault Services , half of the 160 women who sought shelter used Legal Services , said executive director Kathy Benitez .	The other half of the women were scared that the legal system was against them , so were too scared to use the Legal Services .	neutral
Together they had a force of 130 attorneys and the responsibility to serve the civil legal needs of about 550,000 poor and vulnerable people throughout the state .	There were more lawyers than vulnerable people in the state .	contradiction
In 1979 , he stopped at a Lexington clothing store to buy cowboy boots .	There were not cowboy boots at the store .	neutral
Mr. Erlenborn attended undergraduate courses at the University of Notre Dame , Indiana University , the University of Illinois , and Loyala University of Chicago .	Mr. Erlenborn attended classes in at least four different universities .	entailment
evaluation questions .	Only statements of the evaluation are available .	contradiction
And yet , we still lack a set of global accounting and reporting standards that reflects the globalization of economies , enterprises , and markets .	Establishing global accounting and reporting standards will result in better information sharing .	neutral
6See also Internal Control Management and Evaluation Tool ( GAO-01-1008G , August 2001 ) .	The evaluation tool is used to work on research studies .	neutral
The analysis also addresses the various alternatives to the final rule which were considered , including differing compliance or reporting requirements , use of performance rather than design standards , and an exemption for small entities from coverage of the rule .	There are no standards for design .	contradiction
Strange as it may seem to the typical household , capital gains on its existing assets do not contribute to saving as measured in NIPA .	NIPA considers cat fur when it defines savings .	contradiction
Therefore , many leading finance organizations have calculated and compared these percentages as a general indication of how well they supported the organization 's business objectives .	Finance organization calculated data about every other organization .	neutral
The Balanced Scorecard Institute is a web clearinghouse for managers to exchange information , ideas , and lessons learned in building strategic management systems using the balanced scorecard approach .	Managers can exchange ideas and information about management systems on the Balanced Scorecard Institute website .	entailment
Such a knowledgebased process enables decision makers to be reasonably certain about critical facets of the product under development when they need this knowledge .	They wanted to share what they have already researched .	neutral
made by the FCIC based on such comments are discussed in the preambles to the final rules .	There is no preamble to the end rules .	contradiction
Such experience better enables the CIOs to work with business managers to build a shared vision for meeting mission needs .	They have put in a lot of time and effort .	neutral
Consistent with GAO 's Congressional Protocols , GAO will then offer the requester ( s ) a draft of the product that is with the agency for comment .	The agency received a draft of the product from the GAO .	entailment
Sure , the man yells back , you 're in a hot air balloon about 30 feet above this field .	Sure . The man yells `` youre in a hot air balloon about 30 feet high above the field	entailment
1 Lower and upper PMSD bounds were determined from the 10th and 90th percentile , respectively , of PMSD data from EPA 's WET Interlaboratory Variability Study ( USEPA , 2001a ; USEPA , 2001b ) .	Lower and upper PMSD limits were determined via a random draw from a magician 's hat .	contradiction
Agreed-upon Auditors perform testing to issue a report of findings based on specific procedures performed on subject matter .	Some auditors perform tests to issue findings based on certain circumstances .	entailment
Similarly , OIM revised the electronic Grant Renewal Application to accommodate new information sought by LSC and to ensure greater ease for users .	Users have since reported finding that the grant application process is much more streamlined .	neutral
Also , other sorbent-based approaches in development may prove in time to be preferable to ACI , making the use of ACI only a conservative assumption .	Sorbent-based approaches in development may be preferable to ACl .	entailment
Regulation and the Nature of Postal Delivery Services , Ed .	There is regulation of the postal delivery service by the USPS .	neutral
CHAPTER 6 : HUMAN CAPITAL	Human capital includes the workforce .	neutral
Kentucky officials say there is a virtual epidemic of abusive relationships in the state .	Kentucky marriages tend to be the healthiest .	contradiction
Other examples of cumulative case studies come from two international agencies .	There are no examples of case studies , so it is a new territoriy .	contradiction
It can entail prospective and retrospective designs and it permits synthesis of many individual case studies undertaken at different times and in different sites .	It can entail prospective and retrospective designs for individual case studies for small busineses .	neutral
We did not study the reasons for these deviations specifically , but they likely result from the context in which federal CIOs operate .	The Context in which federal CIOs operate is no different from other CIOs .	neutral
For example , NIPA excludes capital transfers , like estate tax receipts , which are recorded as revenue in the unified budget , and investment grants-in-aid to state and local governments , which the unified budget records as outlays .	NIPA excludes capital transfers because it is a risky procedure .	neutral
For example , computers and related equipment have an estimated annual depreciation rate of 31 percent,7 and new versions of software applications are released every few years .	There is no way to peg an exact life expectancy to equipment .	contradiction
But even managers who try to stay alert to these forces often gather their information anecdotally or informally .	Managers offer employees benefits in return for information .	neutral
Thus , recent evidence suggests that by not including an estimate of reductions in short-term mortality due to changes in ambient ozone , both the Base and Alternative Estimates may underestimate the benefits of implementation of the Clear Skies Act .	The Clear Skies act is to reduce carbon emissions into the planet , and will help the ozone layer significantly .	neutral
Other functional components of the Postal Service are presumed here not to exhibit significant scale economies , although this has not been demonstrated .	The Postal Service are assumed to not have significant scale economies .	entailment
Charles Geveden has introduced legislation that will increase the Access to Justice supplement on court filing fees .	Fortunately , Charles Geveden was able to make the government increase the budget for court filing fees .	neutral
14 Managing for Federal Managers ' Views Show Need for Ensuring Top Leadership Skills ( GAO-01-127 , Oct. 20 , 2000 ) ; Management Using the Results Act and Quality Management to Improve Federal Performance ( GAO/T-GGD-99-151 , July 29 , 1999 ) ; and Management Elements of Successful Improvement Initiatives ( GAO/T- GGD-00-26 , Oct. 15 , 1999 ) .	The document Management Using the Results Act and Quality Management to Improve Federal Performance was put in place on July 29 , 1999 .	entailment
Concentration of greenhouse gases , especially CO2 , have increased substantially since the beginning of the industrial revolution .	Global warming is not real .	neutral
The CEO and CFO 's vision was to make Pfizer the preeminent corporate finance organization in the industry .	Pfizer will look to become the worst car dealership in northern Montana under the CEO 's leadership .	contradiction
Nowadays , a poverty lawyer working for one of New York 's many agencies representing the indigent - including Legal Aid , the South Brooklyn Legal Services , the Lawyers Alliance for New York , InMotion , the Lawyers Committee for Human Rights , Volunteers of Legal Service , the Bronx Defenders and New York Lawyers for the Public Interest - might begin his or her career at $ 32,000 per annum , compared with the $ 125,000 average first-year associate salary at the city 's larger firms .	Larger firms often pay lawyers a larger salary .	entailment
It can entail prospective and retrospective designs and it permits synthesis of many individual case studies undertaken at different times and in different sites .	It can entail prospective and retrospective designs for system redesigns .	neutral
They are levied through the power of the Government to compel payment , and the person or entity that pays these fees does not receive anything of value from the Government in exchange .	They are levied through the power of the Government to compel payment .	entailment
It describes six applications of case study methods , including the purposes and pitfalls of each , and explains similarities and differences among the six .	There are just two applications for case study methods .	contradiction
These two accounts are commonly combined in discussing the Social Security program .	The Social Security program involves the combination of these two accounts .	entailment
Part 2 ) , Confidentiality of Alcohol and Drug Abuse Patient Records .	Drug and alcohol records can be shared .	contradiction
These two accounts are commonly combined in discussing the Social Security program .	If the accounts were to be taken individually , the program would not work .	neutral
This fellow is flying a hot air balloon and suddenly realizes he is lost .	This fellow is flying a hot air balloon and knows of his own whereabouts .	contradiction
A member of the only student-run chapter of the American Civil Liberties Union in New York state , Zelon worked to resolve disputes between students and police officers to help protect the public 's right to peaceful protest .	Zelon is the only student-run chapter of the American Civil Liberties Union in New York state .	entailment
And , could it not result in a decline in Postal Service volumes across -- the -- board ?	Nothing will affect Postal Service volumes across -- the -- board .	contradiction
The Government does not sacrifice anything of value in exchange and the entity that forfeits the property does not receive anything of value .	Approximately 300 people forcibly forfeited their property in 2015 .	neutral
The average length of a rural route is 55 miles .	The rural route is on average 55 miles .	entailment
Judge Bailey was chosen because he should be looked at as the representative of all future winners .	Judge Bailey was the chosen winner .	entailment
Steps are initiated to allow program board membership to reflect the clienteligible community and include representatives from the funding community , corporations and other partners .	There is n't a fair representation of board members on the program .	contradiction
Regulators may not be totally supportive of a more comprehensive business model because they are concerned that the information would be based on a lot of judgment and , therefore , lack of precision , which could make enforcement of reporting standards difficult .	Regulators will be fully supportive of this business model .	contradiction
The pieces are unloaded and fed into sorting machines .	Pieces are unloaded and fed into machines to sort	entailment
As a result of the comments received , AMS changed the proposed rule and it was republished for comment in March 2000 .	The proposed rule was changed after AMS saw the comments .	entailment
And he claimed she earned $ 11,000 a month - or $ 132,000 a year - from a home quilting business she had owned for 22 years .	He claimed that she had a home quilting business that made $ 132,000 each year .	entailment
Recommendations	Suggesetions	entailment
Case Study Evaluations .	Evaluations of Case Studies .	entailment
The Congress also told LSC that it could not continue to fund its grantees presumptively and that it must begin to distribute its funds on a competitive basis .	Congress told LSC how to run their business affairs .	entailment
It can entail prospective and retrospective designs and it permits synthesis of many individual case studies undertaken at different times and in different sites .	It can entail prospective and retrospective designs .	entailment
The materials then are searched for counterevidence and subsidiary or branching paths are laid out .	Subsidiary or branching paths are laid out after the materials are searched for counterevidence .	entailment
The main funding source for Maryland 's legal services to the poor has fallen on hard times , and advocates are preparing to seek unprecedented state financial help - even as they keep an eye on a legal challenge that threatens to cut off a main source of funding for such services nationwide .	Nationwide legal services have a surplus of funding from both state and local governments .	contradiction
If the difference between these two prices is large enough , the mailer could hire a trucking firm , as discussed above .	The mailer has the ability to hire a trucking firm .	entailment
Not only must capital goods be replaced as they depreciate , but new generations of workers must be comparably	Capital goods are able to last for eternity .	contradiction
H-2A agricultural workers are required to maintain a foreign residence which they have no intention of abandoning .	Workers with foreign residences are not permitted to perform agricultural labor .	contradiction
After considering comments of the Postal Service and other participants , the Commission found the proposal problematical , and declined to pursue it .	The Commission ultimately declined to pursue the proposal .	entailment
Postal Service data to define the relationship between costs and cost drivers .	Postal Service delivery data is used to define the relationship between cost and drivers .	neutral
Usually , sites for program effects case studies should be selected with great care for criteria such as whether there is evidence that the program has been implemented at the site , whether the site has been subjected to changes that could have the same effects as the program or that could mask its effects , and how the addition of this site to the group of sites being studied supports the generalizability of the findings .	Some sites have undergone changes since the last program implementation on those sites .	neutral
This testing of the marketplace may range from written or telephone contacts with knowledgeable federal and non-federal experts regarding similar or duplicate requirements and the results of any market test recently undertaken , to the more formal sources-sought announcements in pertinent publications ( e.g .	This marketplace testing should involve only formal surveys .	contradiction
One possible explanation is that surging household wealth in recent years contributed to the virtual disappearance of personal saving .	The disappearance of saving could n't possible explain the recent uptick in household wealth in recent years .	contradiction
GAO 's Web site ( www.gao.gov ) contains abstracts and full-text files ofcurrent reports and testimony and an expanding archive of older products .	The GAO 's website can be found at www.goa.gov	entailment
Many are based on industry-recognized models such as the Constructive Cost Model ( COCOMO ) , PRICE , Putnam , and Jensen .	COCOMO is the most popular industry-recognised model .	neutral
The agencies requesting guidance on internal controls when implementing fast pay have also designed procedures to verify receipt and acceptance of goods ordered on an afterthefact sampling basis rather than on the basis of a 100percent postpayment verification as is traditionally done .	The sampling basis method is more efficient and cost effective .	neutral
Because marginal costs are very low , a newspaper price for preprints might be as low as 5 or 6 cents per piece .	Newspaper preprints can cost as much as $ 5 .	contradiction
Total electricity expenditures increase by about 15 % to 30 % depending on the year and the scenario ( see Table 3 , below , and the tables in Appendix 5.2 for more detail on the changing pattern of expenditures ) .	They were sad to see the costs go up 80 % in a year .	contradiction
Good Oklahoma now has a Public Guardianship Program , albeit unfunded , that will supply lawyers to perform this rights-monitoring process	Good Oklahoma has a program to fund lawyers .	entailment
The third row of Exhibit 17 shows the Krewski , et al .	Exhibit 17 has 187 rows .	neutral
Beyond the Quantitative Cul-de- A Qualitative Perspective on Youth Employment Programs .	The paper says youth employment programs are helpful .	neutral
36 AC usage nationally for mercury control from power plants should be roughly proportional to the total MWe of coal-fired facilities that are equipped with the technology ( this assumes an average capacity factor of 85 percent and other assumptions of Tables 4-4 and 4-5 ) .	Power plants ' mercury control AC usage is higher than total MWe from coal facilities .	contradiction
The Committee intends that LSC consult with appropriate stakeholders in developing this proposal .	The Committee plans that LSC discuss this proposal with stakeholders .	entailment
17 An alternative to unaddressed mail would be to auction off the right to be a third bundle on specific days in specific post offices .	You could auction off the right to another bundle instead of doing unaddressed mail .	entailment
It was always a part of me .	It was never within me .	contradiction
Although this award will now be handed out annually , Bailey was selected for several years of his commitment .	Bailey may have won several times , but it was a humbling experience each time the award was given to him .	neutral
In addition to the arguments previously advanced by the Vice Presidentas representatives and addressed in our June 22 letter to the Counsel to the Vice President ( see Enclosure 1 ) , the Vice Presidentas August 2 letter to the Congress asserts that the study is not authorized by statute because GAO is limited to looking at the aresults- of programs and that GAO does not have a right of access to documents because the Vice President is not included under the term aagency- used in GAOas statute .	The Vice President 's representatives went further and demanded an apology from the GAO .	neutral
All requests to provide live testimony at one of the two public hearings were granted .	There were over four hundred requests submitted .	neutral
Whether a government postal service can engage in these kinds of negotiations deserves serious study .	The postal service is very useful .	neutral
There are certain categories of control activities that are common to all agencies .	Nothing about agencies are familiar , they are all unique .	contradiction
Founded in 1979 , AFFIRM 's members include information resource management professionals within the federal , academic , and industry sectors .	AFFIRM recruits the top members in the management professions .	neutral
LASNNY is one of the oldest and most cost-effective legal services organizations in the United States .	LASNNY is an old legal services organization in Los Angeles .	neutral
In addition , the senior executives at these organizations demonstrated their sustained commitment to financerelated improvement initiatives by using key business/line managers to drive improvement efforts , attending key meetings , ensuring that the necessary resources are made available , and creating a system of rewards and incentives to recognize those who support improvement initiatives .	This system of rewards and incentives will hopefully improve company performance .	neutral
Strategic human capital management must be at the center of this transformation effort .	Human capital management will not be considered in the transformation effort	contradiction
A federal employment training program can report on the number of participants .	The number of participants and a federal employment training program can be reported .	entailment
Supreme Court agreed Monday to hear a Washington case challenging the widespread practice of pooling client money held by lawyers and using the interest to pay for legal services for the poor .	The Supreme Court agreed to hear a case about pooling client money .	entailment
An organization 's activities , core processes , and resources must be aligned to support its mission and help it achieve its goals .	A company 's mission can be realized even without the alignment of resources .	contradiction
7 ) Nonautomated First-Class and Standard-A mailers have the option of requesting that their mail be processed manually , even though the costs for such processing are substantially higher than mechanized processing .	Nonautomated First-Class and Standard-A mailers can ask for their mail to be processed by hand , though it costs the postal service more .	entailment
As a result of these procedures , the Department estimates an annual net savings of $ 545 million .	An annual net savings of $ 900 million has been estimated by the Department .	contradiction
Even if auditors do not follow such other standards and methodologies , they may still serve as a useful source of guidance to auditors in planning their work under GAGAS .	Even should auditors choose not to comply with such standards , they are a helpful tool in guiding GAGAS work .	entailment
Generally , FGD systems tend to be constructed closer to the ground compared to SCR technology retrofits .	FGD systems are usually constructed closer to ground in comparison to SCR technology .	entailment
For example , the CFO Council and the Office of Management and Budget ( OMB ) are aggressively working on eight priority initiatives outlined in the1998 Federal Financial Management Status Report and FiveYear Plan .	The CFO Council and the OMB are working hard on several priority initiatives .	entailment
In this case , shareholders can pay twice for the sins of others .	shareholders can pay twice for the sins of others .	entailment
Since 1998 , LSC has initiated and overseen significant structural changes in the number and configuration of LSC-funded programs in order to develop more powerful and effective state delivery systems .	LSC has developed better state delivery systems .	entailment
Their ideas and initiatives can be implemented at the local and national levels .	Their ideas can be applied in schools and churches .	neutral
This step of the analysis employs complex computer models that simulate the transport and transformation of emitted pollutants in the atmosphere .	This analysis uses complex computer models to simulate transport and transformation of pollutants	entailment
Most recently , GAO reviewed activities of the White House China Trade Relations Working Group , which was established at the request of President Clinton in the exercise of his Constitutional powers .	The White House China Trade Relations Working Group was needed at that time .	neutral
Steps are initiated to allow program board membership to reflect the clienteligible community and include representatives from the funding community , corporations and other partners .	The board includes those from the funding community and corporations .	entailment
ENVIRONMENTAL PROTECTION AGENCY	Agency which is responsible for the destruction of the environment .	contradiction
There 's nobody telling that landlord to fix the property , Simmons said .	Simmons refused to comment on what the landlord had been told .	contradiction
The Indigenous Project , a new program run by the Oregon Law Center , is one of only a handful of places in the United States where indigenous farmworkers from Mexico and Central America can find free and confidential legal aid .	The Indigenous Project is run by the Oregon Law Center in Portland .	neutral
The Case Study Guidelines	Guidelines for the cast study .	entailment
Postal Service could increase those same rates by at least 13 .	The Postal Service would like to see the rates even higher than that .	neutral
While AILA has joined the ACLU and other organizations in a Freedom of Information Act request to find out who is being detained where and why , Mohammed notes that the reasons for the immigrants ' detention were not immediately clear and sometimes had dire consequences .	The AILA joined the ACLU in requesting the information .	entailment
When I was in school I really liked Virginia Woolf , Schwartz said of her nascent literary tastes .	When I was in high school , my favorite author was Virginia Wolf .	neutral
1 Now that each unit is fully staffed , the LSC Office of Program Performance and its state planning team contain over 260 years of experience in LSC-funded programs .	The LSC has over 1260 years of experience with their staff .	contradiction
As previously noted , we published new independence standards dealing with non-audit/consulting services when the AICPA failed to act .	The AICPA failed to act and we were forced to intervene .	neutral
The Department of Labor 's interim rule is adopted pursuant to the authority contained in Section 707 of the Employee Retirement Income Security Act ( Pub .	The interim rule has no relation to section 707 .	contradiction
In addition , we supported the creation of a 250-page Poverty Law Manual that introduces advocates to the fundamentals of poverty law .	A poverty law fundamentals manual was created .	entailment
The importer pays duties that are required by law	The importer never pays taxes	contradiction
The governing statute provides that a committee consisting of the Comptroller General , the Speaker of the House and President Pro Tempore of the Senate , the Majority and Minority leaders , and the Chairmen and Ranking Minority Members of the Senate Governmental Affairs and House Government Reform Committees recommend an individual to the President for appointment .	The process is long and will be reformed in the coming years .	neutral
Both initial and supplemental proposed rule publications invited comments on the information collection requirements imposed by the rule .	Every comment is thoughtfully read and considered .	neutral
In DOD 's current acquisition environment , the customer is willing to trade time and money for the highest performing weapon system possible .	This is so they can blow the most shit up .	neutral
Explanation building is the inverse starting with the observations , the evaluator develops a picture of what is happening and why .	Explanation building is going to be the standard approach in the future .	neutral
The central features of the Results Act-strategic planning , performance measurement , and public reporting and accountability-can serve as powerful tools to help change the basic culture of government .	The Results Act has strategic planning as a deleted feature .	contradiction
It hopes to bring on another 25 or 35 people when the new building opens next fall .	They already have a waiting list for the new building .	neutral
As shown in Exhibits A-1 and A-2 in Appendix A , in the first phase of technology implementation , an engineering review and assessment of the combustion unit is conducted to determine the preferred compliance alternative .	The exhibits within the appendix shoe the initial phase of the technological implementations .	entailment
3 It should be noted that the toxicity ( LC50 ) of a sample observed in a range-finding test may be significantly different from the toxicity observed in the follow-up chronic definitive test ( 1 ) the definitive test is longer ; and ( 2 ) the test may be performed with a sample collected at a different time , and possibly differing significantly in the level of toxicity .	The toxicity of a sample in the range-finding test will be exactly the same as the toxicity in the follow-up test .	contradiction
Postal Service could increase those same rates by at least 13 .	The rates could go up by 13 during a Postal Service increase .	entailment
A portion of the nation 's income , in turn , is saved , allowing for additional investment in domestic factories , equipment , and other forms of capital that workers use to produce more goods and services or for investment abroad .	All of the nation 's income should be spent on construction .	contradiction
The formation of a single statewide program was adopted to breathe life into a single program that will provide meaningful access to high quality legal services , in the pursuit of justice for as many low-income people throughout Colorado as possible .	The state has decided to divide its legal assistance services into several programs .	contradiction
H-2A agricultural workers are required to maintain a foreign residence which they have no intention of abandoning .	Permanent foreign residence is required for some types of agricultural work visas .	entailment
