sentence1	sentence2	label
It does n't seem expensive -- they use it in Bangladesh , after all .	If it 's used in Bangladesh and the rest of South Asia , it 's a cheap item .	neutral
Always Sacrilegious , Always Coca-Cola . )	Always respectful of Jesus .	contradiction
Current Chinese leaders have distinctive characteristics that give them significant advantages over the United States in foreign policy .	China is better at foreign policy than the US .	neutral
Write , write , and write .	Writing is a waste of time .	contradiction
Even today , Yanomamo men raid villages , kill men , and abduct women for procreative purposes .	Yanomamo is a good man .	contradiction
But you have to have money to save it , and not many couples with young children have the luxury of tucking away $ 2,000 apiece annually for their Golden Years .	Couples always put their retirement ahead of their kids .	contradiction
He works himself into a fake froth ; does some calculated , halfhearted gonzo writing ; then collects a fat check .	He does n't collect a big check in exchange for working himself into a fake froth .	contradiction
I have a situation .	Everything is fine and I have nothing on my mind .	contradiction
The man who had once come up with a has-been corner skit , in which , as Zmuda recalls , forgotten performers would be sent out to flounder in front of an audience ...	A very small number of performers ended up being cheered and celebrated by the audience .	neutral
Wanniski and company have been drubbed by the Wall Street Journal , the New York Times ' A.M .	the Wall Street Journal has never drubbed anybody .	contradiction
The key question may be not what Hillary knew but when she knew it .	We know Hillary knew it , the question is when she knew it .	entailment
I am asserting my membership in the club of Old Geezers .	I am asserting my membership in the club of Old Geezers because I am 95 .	neutral
The story also made the front page of the New York Times and the Financial Times of London , which said that more than 10,000 members of a mystic cult called Fa Lun Gong caused acute embarrassment to security forces by virtually surrounding the compound where China 's leaders work .	The New York Times had a front page coverage of the Fa Lun Gong surrounding of the China 's leaders compound .	entailment
Chatterbox queried Trudeau about the Dallas Morning News quote .	Chatterbox did n't bother contacting Trudeau about his Dallas Morning News quote .	contradiction
Interesting Conflict Over Conflict of Interest	Sometimes there is a conflict of interest .	entailment
In the short term , U.S. consumers will benefit from cheap imports ( as will U.S. multinationals that use parts made in East Asian factories ) .	U.S. consumers will put money in the pockets of East Asia over time .	neutral
In our family we have two sons in public life .	Having Two sons in public puts strains on our family 's privacy .	neutral
The tabs are getting fed up with women who have become rich and famous by telling everyone else how to be better .	Men who have become rich and famous by telling everyone else how to be better are making people fed up .	contradiction
Not surprisingly , then , Fannie Mae 's public-relations operation is unparalleled in Washington .	Fannie Mae has great public-relations .	entailment
The Journal put the point succinctly to Is any publicity good publicity ?	The Journal asked `` Is this a good political move ? ''	neutral
Porches and stoops , those symbols of a vibrant social life , stopped being used as gathering places for a rather practical reason -- air conditioning .	There is a renewed interest in outdoor gathering places in our trendier cities .	neutral
These revelations were embarrassing to Clinton 's opponents , wrote the Washington Post . The Sun-Times quoted Rahm Emanuel , Stephanopoulos ' successor , on the From Day One I always thought this was politically motivated and had politics written all over it ; after five years , it is nice to have the truth catch up with the president 's political opponents .	Clinton 's supporters were humiliated by the news about Benghazi .	neutral
Wanniski and company have been drubbed by the Wall Street Journal , the New York Times ' A.M .	Wanniski and company have been drubbed by the Wall Street Journal	entailment
My own little corner of the world , policy wonking , is an example .	An example is policy wonking , but there are others to be made .	neutral
Howard Berman of California , an influential Democrat on the House International Relations Committee .	Howard Berman of California is an inspiring man .	neutral
Strategic parents might spend a large portion of their tax cuts , causing interest rates to rise .	More spending on goods will not cause higher interest rates .	contradiction
Reportedly the biggest payment made in such a case , it is hardly a nick in Texaco 's annual revenue of more than $ 30 billion .	The biggest payment bankrupted the company .	contradiction
The key question may be not what Hillary knew but when she knew it .	Hillary never knew anything .	contradiction
( The Ramseys buried their daughter in Atlanta , then vacationed in Sea Island , Ga. ) This absence , some speculate , gave the Ramseys time to work out a story to explain their innocence .	The Ramseys went on vacation to relieve themselves of killing their daughter .	neutral
All these sites will automatically lead into George Dubbawya 's Web site ( www.georgewbush.com ) .	These sites are all themed around George W. Bush .	neutral
His off-the-cuff style seems amateurish next to Inglis ' polished mini-essays .	His style made him look like an amateur beside Inglis ' work	entailment
If he were someone who was an assistant , with an ailing mother to support , well , it would be impossible .	It would not be possible if he was an assistant with a sick mom .	entailment
Hall said that Britain has enjoyed a half-century of pre-eminence in this field of endeavor and that this could now be destroyed .	Hall has extensively researched the role of other countries engaged in the same endeavor as the one Britain now leads .	neutral
But recently , the speculation has subsided .	The speculation was proven false .	neutral
' She gets a little obsessive about her sauce .	Her sauce is so complicated that she 's obsessed with perfecting each ingredient .	neutral
His proud reserve -- a product of 40 years in the spotlight -- is refreshing but does not bode well for his capacity to shepherd big ideas through Congress .	He is a reserved person .	entailment
All of our many earnest experiments produced results in line with random chance , they conclude .	The experiments proved it was a much better predictor .	contradiction
Blue says Blumenthal claimed Clinton had told him that Lewinsky had made unwanted sexual advances .	Clinton said that Monica Lewinsky made unwanted sexual advances during her time as a journalist in the White House .	neutral
My own little corner of the world , policy wonking , is an example .	An example is policy wonking .	entailment
The South African priest who invited Clinton to do so is quoted in the paper as saying that once Clinton stood up , he was thinking about how much embarrassment it would have caused him by my saying , please sit down .	A South African priest once invited Clinton to do so in quoted paper .	entailment
New York 's John Leonard calls Oz an ecology and anthropology of terror , not for the faint of heart or the queasy of stomach ...	John Leonard says Oz is an anthropology of terror , not for the faint hearted or easily turned stomach .	entailment
But the real dirty work had already been done .	His girlfriend already did the dirty work .	neutral
But the real dirty work had already been done .	There was no dirty work left then .	entailment
New York Times Book Review Editor Charles McGrath , a former deputy to William Shawn at the New Yorker , calls Lillian Ross ' memoir about her affair with Shawn on occasion factually inaccurate or misleading and a betrayal of Shawn 's high editorial principles .	McGrath claims that everything in the memorial was accurate .	contradiction
His authoritarian rule has prevented the emergence of future leaders and the development of strong civic and political institutions .	The emergence of future leaders and the development of strong civic and political organizations was prevented because of hi authoritarian rule .	entailment
In short , we all got tired of clever analyses of what might happen ; and throughout economics there was a shift in focus away from theorizing , toward data collection and careful statistical analysis .	We all got tired of data collection and clever analyses of what might happen .	entailment
Stale macho jokes and formulaic cliffhangers drive this chase-by-numbers thriller on the bumpy road to nowhere ( Holden , the New York Times ) .	It is a classic of the thriller genre .	contradiction
Citing conservative critics of Brown vs .	Conservative critics wrote about the Brown case .	entailment
[ Requires free registration .	Does not require free registration .	contradiction
On various episodes he is a member , along with Bluebeard and the Grim Reaper , of the Jury of the Damned ; he takes part in a snake-bludgeoning ( in a scandal exposed by a Bob Woodward book ) ; his enemies list is used for dastardly purposes ; even his dog Checkers is said to be bound for hell .	There are no episodes where he is a member of anything .	contradiction
The students ' reaction was swift and contentious , as if their feelings had been hurt .	The students had strong reactions .	entailment
The newspaper publishes just one letter a week from a reader , always with an editorial riposte at the bottom .	There are several letters from readers published daily .	contradiction
So it was n't Missenhardt 's singing -- marvelous though that was -- that made Osmin 's rantings so thrilling .	Osmin was going off on a rant .	entailment
Two clues in the Pennsylvania 1 ) The boy had said , I 'm going to go to the dinner dance and kill some people .	I 'm attending the dinner dance and will eliminate some people , the boy said .	entailment
The Star reports that actress Jodie Foster is pregnant through artificial insemination .	It has been reported by The Star that actress Jodie Foster is pregnant through artificial insemination .	entailment
Rather , kids today are not only little bundles of joy but also are perhaps the ultimate symbols of worldly success and status .	Children today are symbols of success and status .	entailment
But of course the DSM is informed by social values .	The DSM is mostly concerned with medical inputs rather than social values .	neutral
[ Requires free registration .	Registration is only one of the requirements .	neutral
The baker was not jolly .	The baker was n't happy .	entailment
Bettelheim committed suicide in 1990 , evidently having found life unbearable , despite ( or because of ) his fictions .	Bettelheim shot himself in 1990 .	neutral
A 1997 Henry J. Kaiser Family Foundation survey found that Americans in managed care plans are basically content with their own care .	the Henry Kaiser foundation shows that people like their healthcare	entailment
He was crying like his mother had just walloped him .	He was crying like his mother hit him with a spoon .	neutral
The tabs are getting fed up with women who have become rich and famous by telling everyone else how to be better .	Women who have become rich and famous by telling everyone else how to be better are making people fed up .	entailment
Life , unlike Reich 's book , is not a series of morality fables .	Reich 's book is a series of morality fables .	entailment
In May 1967 , Gallup found that the number of people who said they intensely disliked RFK -- who was also probably more intensely liked than any other practicing politician -- was twice as high as the number who intensely disliked Johnson , the architect of the increasingly unpopular war in Vietnam .	Johnson was the most disliked politician since Hamilton .	contradiction
( It may resemble Dungeons & amp	It could look like , as the teacher says , Dungeons and	neutral
and for regular readers who are a bit confused about our schedule ( and who can blame them ? )	who can blame who is confused about our schedule ? They are readers but also occasional visitors .	neutral
This man claims that he has been robbed en route and is stranded without money or his plane ticket in an airport somewhere in Europe or the Middle East .	He claimed he was robbed on the way and has no money or a plane ticket	entailment
His off-the-cuff style seems amateurish next to Inglis ' polished mini-essays .	He did n't look like an amateur	contradiction
The celebrity-obsessed magazine surpasses itself in the post-Oscar issue .	The magazine publishes a lot of stories on celebrities .	entailment
As black as it is , Heathers has the same theme as the Ringwald/Cusack movies .	Heathers was a wonderful dark comedy	neutral
Barney Frank , D-Mass. , will log some of the best sound bites , while Rep .	Some of the best quotes will come from Barney Frank .	entailment
' She gets a little obsessive about her sauce .	She becomes overly focused about her sauce .	entailment
The category of qualifying teen-agers and women could include all recipients of welfare or other public assistance ( including daughters of recipients ) who are competent to give informed consent to the implant procedure .	Women who are on welfare qualify for the implant procedure .	entailment
Any point you failed to win by rigging the questions and categories can be cleaned up in the executive summary ( the pollster 's spin ) and the press release and news conference ( the client 's spin on the pollster 's spin ) .	Any point you did n't get by fixing the questions can not be added to the executive summary .	contradiction
To make matters worse , many employers looking to save money ( and please their employees ) will drop dependent benefits if states provide better coverage than the private plans now do .	When states provide better coverage than private plans , many employers will drop dependent benefits and pass the savings on to you .	neutral
Ickes apparently made calls to donors from his government office , but there is no evidence so far that anyone else solicited funds in a federal building .	There is evidence that many people solicited funds from a federal building .	contradiction
That is exactly what our head coupon issuer Alan Greenspan did in 1987 -- and what I believe he would do again .	This is what Greenspan did in 1987 and what I think he will do again .	entailment
News argues that most of America 's 93 million volunteers are n't doing much good .	News points out that America 's volunteers need to do more .	neutral
Marilyn Manson is darker , more serious , and more vicious than Alice Cooper was .	Alice Cooper was not as dark as Marilyn Manson .	entailment
We start with the fine review of a shockingly funny comedy about eye disease .	The show about eye disease was tragic .	contradiction
Any point you failed to win by rigging the questions and categories can be cleaned up in the executive summary ( the pollster 's spin ) and the press release and news conference ( the client 's spin on the pollster 's spin ) .	Any point you did n't get by fixing the questions can be added to the executive summary for the news conference to address .	entailment
In the short term , U.S. consumers will benefit from cheap imports ( as will U.S. multinationals that use parts made in East Asian factories ) .	U.S. consumers and factories in East Asia benefit from imports .	entailment
Justice Kennedy does not care what law librarians across the country do with all the Supreme Court Reporters from 1790 through 1998 .	Justice Kennedy thinks all the Supreme Court Reporters from 1790 to 1998 should be on display .	contradiction
This whole unsavory episode brings back memories of skits with Monty Python ! One of my favorite lines was , You are guilty of six -- no , seven -- charges of heresy .	This episode reminds me of skits with Monthy Python .	entailment
First , the horsemen brought out a teaser horse .	The horsemen first brought out a preview horse .	entailment
Also , lack of winter freezes means that mites normally killed off by the cold will survive .	During the heat wave the mites burst into flames .	contradiction
Hall said that Britain has enjoyed a half-century of pre-eminence in this field of endeavor and that this could now be destroyed .	Britain could lose its place at the top of this field of endeavor .	entailment
2 ) This particular instance of it stinks .	This instance stinks .	entailment
Just look at the entertainment industry 's self-image instead .	Look at the lawnmower industry for example .	contradiction
Never mind that the movie had been out for months and that a Best Supporting Actor Oscar nomination had already been awarded for the portrayal of the female character .	the movie had been out for months	entailment
I found Steven E. Landsburg 's piece Pay Scales in Black and White extremely unconvincing .	I was unimpressed by Landsburg 's pay Scales in Black and White .	entailment
Blessed with preternatural gregariousness , good humor , and a love of attention , he 's been tireless about pursuing both celebrity and the cause of popular history ever since .	He never wanted any attention and kept to himself all the time .	contradiction
As for the divisive issue of whether the Mass is a sacrifice for the remission of sins , the statement affirms that Christ 's death upon the cross ...	The statement has ended the controversy over whether the Mass is a sacrifice for the remission of sins .	neutral
That 's what guarantees that people will keep buying tickets as long as the odds are in their favor .	People will continue to buy tickets if the odds are not in their favor .	contradiction
In a new retrospective , the Vienna modernist ( 1890-1918 ) wins critics ' grudging respect .	Critics regard the Vienna modernist with zero praise to this day .	contradiction
Clinton used a floor mop to clean up the dirt he had tracked onto the shiny floor of an elementary school .	Clinton cleaned up the floor of an elementary school with a floor mop .	entailment
In reviewing this history , it 's important to make some crucial distinctions .	There 's no point in analyzing the past .	contradiction
In this moment of American triumphalism , it 's hard to resist the temptation to rewrite recent history as the narrative of America 's self-reliant , inevitable rise , and to see the future as the story of America 's continued ascent into the higher reaches of the New Economy .	America is in a time of weakness and sadness .	contradiction
That would be a tenfold increase in the Internet 's share .	That would be a tenfold increase in the Internet 's share due to mobile traffic .	neutral
Here 's the 439 feet + ( 59 feet x 0.6 ) = 474 feet .	These measurements are for the Taj Mahal .	neutral
The South African priest who invited Clinton to do so is quoted in the paper as saying that once Clinton stood up , he was thinking about how much embarrassment it would have caused him by my saying , please sit down .	The South African priest did not know of a person named Clinton .	contradiction
I 'm confused .	Not all of it is very clear to me .	entailment
But it just might be because he 's afraid he 'll lose his No .	He 's definitely afraid of losing he 's No .	neutral
The center had become a hodgepodge of unconnected programs -- a day-care center , a library , a nonviolence training school .	The center was lacking a library .	contradiction
But if banks , airlines , and communications companies accept key recovery , the terrorists will risk potential exposure every time they do business with those institutions .	Terrorists will find new methods of performing transactions .	neutral
That analysis is guided by an economist 's faith in the maxim that people are generally pretty good at looking out for their own interests .	The analysis is guided by the belief that people are generally good at looking into their own interests	entailment
Because the paper did not say that .	The paper did not explain that .	entailment
The unintended side effect is radical , direct In what other state do voters set the tax rates ?	There is a radical side effect that was not intended , said the teacher .	neutral
Then Shuman claims that Linux provides no graphical user interface .	They made accusations about the platform .	entailment
But if Clinton consents , censure and community service can proceed .	The censure and community service are very important .	neutral
Mortifyingly enough , it is all the difficulty , the laziness , the pathetic formlessness in youth , the round peg in the square hole , the whatever do you want ?	Youth are known to be go-getters .	contradiction
Life , unlike Reich 's book , is not a series of morality fables .	Life is a bunch of fables .	contradiction
The Washington Post called it the culmination of a six-month game of political chicken .	It has been called by the Washington Post as the culmination of a six-month game of political chicken .	entailment
All these sites will automatically lead into George Dubbawya 's Web site ( www.georgewbush.com ) .	These sites lead to George W. Bush 's website .	entailment
The management of the cafe has established the rules for the use of their facility .	The management of the cafe enforces a strict dress code .	neutral
Christ on a crutch , what does he have to do to lose your support , stab David Geffen with a kitchen knife ?	Your support is unwavering .	entailment
Some bugs are hell to track down .	Bugs are always easy to catch .	contradiction
His failure will endure .	The man will always be remembered for his massive success .	contradiction
Under Deng Xiaoping , Beijing actively sought to cultivate a good bilateral relationship .	Beijing sought to create a good relationship with Hong Kong .	neutral
People make two justified complaints about our Slate 60 ranking of America 's largest contributors to charity .	Slate 60 ranks American charity contributions .	entailment
Does anyone know what happened to chaos ?	What happened to chaos ensuing after the election ?	neutral
we were talking . Try to behave	We are having an argument , come at me if you dare !	contradiction
Saddam could emerge strengthened ( and America tarnished ) in the eyes of the Arab world .	Saddam could turn out weaker .	contradiction
We know essentially nothing about life beyond Earth .	We do n't know anything about life past Earth .	entailment
What 's more , there is no evidence of any competitive evaluation of Tripp before she was offered this job .	Tripp is not qualified for the offer she received .	neutral
The National Football League semifinals are set .	The dates for the semifinals have been determined .	entailment
3 ) The gap between the productivity of women and the productivity of men .	The gender productivity gap .	entailment
The category of qualifying teen-agers and women could include all recipients of welfare or other public assistance ( including daughters of recipients ) who are competent to give informed consent to the implant procedure .	Women who are on welfare will not qualify for the implant .	contradiction
Kutchins and Kirk cite a particularly amusing example of such Robert Spitzer , the man in charge of DSM-III , was sitting down with a committee that included his wife , in the process of composing a criteria-set for Masochistic Personality Disorder -- a disease that was suggested for , but never made it into , the DSM-III-R ( a revised edition ) .	Robert Spitzer 's work was unknown to Kutchins and Kirk .	contradiction
The entire setup has an anti-competitive , anti-entrepreneurial flavor that rewards political lobbying rather than good business practices .	The setup has lead to increases in political lobbying .	neutral
The NYT , in its front-page coverage , says the plane was flying far lower than the rules for training missions allow .	The NYT also reported that the plane was shot down on order of the President .	neutral
Lewis brought to the campaign the same intensity he had trained upon redneck troopers and sheriffs .	The same intensity as trained upon redneck troopers and sheriffs has been brought to the campaign by Lewis .	entailment
3 ) The gap between the productivity of women and the productivity of men .	The gap of genders .	neutral
Britons , however , trumpet their poet laureate as worthy of the ranks of Blake , Keats , Hardy and Auden ( the Times of London ) .	Britons do not trumpet their poet laureate .	contradiction
Credibility is a vital factor , and Jim Lehrer does , indeed , have it .	Everyone would believe whatever Jim Lehrer said .	neutral
Second , Clinton has n't used the bully pulpit to speak out against drug use nearly as often as his two predecessors did .	The bully pulpit can be used to speak out against drug use .	entailment
But Fish is not an upbeat pragmatist .	Fish is the nickname of a human .	neutral
Randy 's Anecdotal Wrap-Up	Randy 's Last Words	neutral
Should we invite these young wealthies back to our comparatively humble , small home ?	Our home is full of love and pets .	neutral
Placido Domingo 's appearance on the package , compellingly photographed in costume as the ancient King of Crete , ( Anthony Tommasini , the New York Times ) is the main selling point for this new recording of one of Mozart 's more obscure operas -- a fact that does not make critics happy .	The attracting feature of the new Mozart recording is Placido Domingo 's appearance .	entailment
Weicker has yet to declare his intentions .	Weicker has already declared his intentions to the staff .	contradiction
Palestrina , by Hans Pfitzner , performed by the Royal Opera ( Metropolitan Opera House , New York ) .	Palestrina will be performed in New York by the Royal Opera .	entailment
To check this , the central bank has tripled interest rates and used hard currency reserves ( now reduced to $ 10 billion in ready cash ) to buy back rubles .	The hard currency reserves have been reduced to $ 10 billion in cash .	entailment
There are no shares of a stock that might someday come back , just piles of options as worthless as those shares of Cook 's American Business Alliance .	Cook 's American Business Alliance caused shares of stock to come back .	contradiction
Randy 's Anecdotal Wrap-Up	Randy 's Introduction	contradiction
When asked about the Bible 's literal account of creation , as opposed to the attractive concept of divine creation , every major Republican presidential candidate -- even Bauer -- has squirmed , ducked , and tried to steer the discussion back to faith , morals , and the general idea that humans were created in the image of God .	Every republican presidential candidate answered the question of creation openly .	contradiction
Could you please speak to this issue , with regard to the social ramifications of gum chewing in public ?	Do you feel gum chewing in public should be as vilified as it seems to be ?	neutral
Eve 's Apple turns out to be a sturdier book than it seems .	Eve 's Apple stayed on bestsellers list for 12 weeks .	neutral
A succession of discoveries has taught us about archeabacteria , very ancient and primitive single-cell organisms that live in the places you 'd least expect anything to call home .	Several discoveries have taught us about archaebacteria , a very ancient and primitive single-cell organism that lives in unexpected places .	entailment
The average MLS ticket costs a mere $ 13 , one-third the price of an NHL or NBA ticket .	The average cost was lower because the MLS is in a lower league than the NHL and NBA .	neutral
Wanniski and company have been drubbed by the Wall Street Journal , the New York Times ' A.M .	the Wall Street Journal has also drubbed others	neutral
He was a pilot , not a platoon leader .	He was no platoon leader , but a lowly pilot .	entailment
Improvements in architecture , regaining intimate space and scale and all the rest , wo n't disguise the ugliness of advertising the local bank , Chevy dealer , and chain retailer as a backdrop for baseball .	Local advertisements are beautiful .	contradiction
But a list of who 's better than other people in some aspect or another is not inevitable and does not make the economy any more prosperous or society any richer in other ways .	A listing of those better than others is very helpful to the economy .	contradiction
Blair has just published a volume of speeches and articles titled New Britain : My	Blair has never published anything before .	contradiction
Gore has been Clinton 's lackey for more than six years .	Gore has been with Clinton for six years .	entailment
However , in the off-field ( sentimental ) tournament , the Falcons and Jets have more appealing story lines .	The Jets and Falcons have boring stories .	contradiction
Bush the elder came of age when New England Republicans led the party , and patrician manners were boons to a Republican .	New England Republicans were weak .	contradiction
A succession of discoveries has taught us about archeabacteria , very ancient and primitive single-cell organisms that live in the places you 'd least expect anything to call home .	Several discoveries have showed us the existence of archaebacteria and the places on and off earth you 'd least expect them to call home .	entailment
For their part , family-planning organizations and the Clinton administration seem equally adamant .	family-planning organizations agree with the Clinton administration about certain things .	entailment
Most pundits side with bushy-headed George Stephanopoulos ( This Week ) , arguing that only air strikes would be politically palatable .	Mr. Stephanopoulos has a very large pundit following due to his stance on air strikes only being politically palatable .	entailment
As for the divisive issue of whether the Mass is a sacrifice for the remission of sins , the statement affirms that Christ 's death upon the cross ...	The statement does not say anything about Christ 's death on the cross .	contradiction
It is that prospect that may bring Republicans together to defend a CPI everyone knows is inaccurate .	Republicans have always defended such inaccurate CPIs .	neutral
She has exchanged a hollow life for a heightened life , and has tried to comprehend all its turns , get its possibilities .	She has chose to live a hollow life .	contradiction
The cover story details the disturbing behavior of the Littleton killers before last week 's massacre .	The killers ' behavior in the story is pleasant .	contradiction
Most of the Clinton women were in their 20s at the time of their Clinton encounter	They had wanted to meet Bill Clinton	neutral
The only comprehensible explanation is that the vocation that had burrowed in next to medicine had taken control , had insisted .	The only explanation is that nothing has taken control of medicine .	contradiction
In the 1980s , and as late as 1994 , a major Republican theme was a sort of taunting , nyah-nyah populism .	The Republican theme from the 80 is still on-going .	contradiction
Escaped or abandoned raccoons have been breeding in the wild for the past 20 years and have damaged corn crops , watermelon and melon farms , and rainbow trout hatcheries , the paper said .	Raccoons , if they are escaped or abandoned , tend to go to the seaside- this is what has been happening for the past 20 years .	neutral
The political cleansing that did not happen through the impeachment process leaves Clinton with a great and serious burden .	There was no such instance of political cleansing .	contradiction
Strom Thurmond , R-S.C. , celebrated his 95 th birthday by announcing that he will relinquish the chairmanship of the Senate Armed Services Committee a year from now .	On his 85 Birthday , Strom Thurmond announced he will be running for president .	contradiction
This usage points to yadda yadda yadda 's larger social It suggests that an ever-larger percentage of the content of everyday communication can be correctly anticipated -- probably owing in part to the sheer repetition of words and arguments in the various public media .	It says a smaller percentage of the content of communication can be expected .	contradiction
Growth & amp	Shrinking .	contradiction
When asked about the Bible 's literal account of creation , as opposed to the attractive concept of divine creation , every major Republican presidential candidate -- even Bauer -- has squirmed , ducked , and tried to steer the discussion back to faith , morals , and the general idea that humans were created in the image of God .	Every republican presidential candidate has tried to avoid the question of creation .	entailment
Rehnquist 's conferences are no-nonsense .	Rehnquist was a respected justice .	neutral
In the original , Reich is set up by his host and then ambushed by a hostile questioner named John , and when he tries to answer with an eloquent Mr. Smith speech ( My fist is clenched .	John questions Reich in a hostile manner in the original .	entailment
Even analysts who had argued for loosening the old standards , by which the market was clearly overvalued , now think it has maxed out for a while .	Some analysts wanted to make the old standards toughter .	neutral
Treat yourself and bill it to Si .	Spend as much as you like and bill it to Si .	neutral
If Washington Square is underripe , U-Turn and Devil 's Advocate are rotting .	Washington Square is definitely underripe , no questions asked .	neutral
3 ) Dare you rise to the occasion , like Raskolnikov , and reject the petty rules that govern lesser men ?	Would you rise up and reject any rules that come up	entailment
The editors , for their part , arrange to have them all written just in case I do .	If I do n't get them written , they wo n't get done .	neutral
In the stock market , however , the damage can get much worse .	The damage to the stock market can get much worse when prices increase .	neutral
It seeks genuine direct elections after a period that is sufficient to organize alternative parties and prepare a campaign based on freedom of speech and other civil rights , the right to have free trade unions , the release of more than 200 political prisoners , debt relief , stronger penalties for corruption and pollution , no amnesty for Suharto and his fellow thieves , and a respite for the poor from the hardest edges of economic reform .	A real direct election is necessary after so many pitfalls have come up in society .	entailment
I think it behooves Slate , in its effort to take over the public-opinion industry , to make a thorough effort to uncover the truth behind this unnatural connection .	Slate is obliged to launch an investigation .	neutral
Marriage is an important institution .	Marriage is crucial to society .	neutral
Inside the Oval White House Tapes From FDR to Clinton	No tapes were recorded in the white house	contradiction
The White House denies this .	The White House , off the record , knows it to be true .	neutral
Oh , sorry , wrong church .	It was the right church .	contradiction
Excellent reviews for the collaboration between two of the '90s ' most acclaimed jazz saxophonists .	Critics lauded their work .	entailment
His mother died when he was young , and he was adopted by the Brodkeys .	He was made to live in an orphanage when his mother died .	contradiction
Pro-choicers point out that these close-up images literally cut the fetus 's context -- the woman -- out of the picture .	Pro-choices say the close-up images are fair .	contradiction
Until the late '60s , the Senate was deferential to the ( many fewer ) presidential nominees .	The Senate was respectful of the presidential nominees .	entailment
We need your help with another new feature that starts next week .	You are the only person who can help us with the new feature .	neutral
It means that they gather and interpret their material fairly and argue about its interpretations rationally .	The judge gathers and interprets material fairly and argues about it rationally .	neutral
Something may be better than nothing . If trials compared low-cost therapy to the complete AZT regimen it 's likely that the new regimens will prove less effective .	It was all or nothing .	contradiction
Tommy Thompson of Wisconsin and Mayor Rudolph Giuliani of New York , the conservative vanguard on the issue , show no inclination to exploit research that says , in effect , Why care about day-care quality ?	Thompson and Giuliani do n't want to care about day cares .	neutral
He fled in his car when cops arrived and led them on a chase that ended in the massive crash .	The cops set off in pursuit until a traffic accident happened .	entailment
This is arguably starting to distort the practice of science itself .	This began to distort scientific practice .	entailment
But anyway , never underestimate the power of hypocrisy .	Hypocrisy does n't have any power .	contradiction
To see how The Bell Curve tries and fails to get around these inherent problems , see and .	The Bell Curve tries to get around these problems and fails in many different ways .	neutral
That is exactly what our head coupon issuer Alan Greenspan did in 1987 -- and what I believe he would do again .	This is what Greenspan did in 1987 so I do n't think he will do it again .	contradiction
Possible Clinton had sex with her , but it was n't rape .	Clinton may have had intercourse with a woman .	entailment
Critics call the subject of the film inherently intriguing but complain that it has been marred by the Burnsian sensibility , ...	Critics never got a chance to see the film .	contradiction
They were inferior .	Substandard , they were .	entailment
[ Requires free registration .	The registration is free .	entailment
Under the budget deal , by 2002 , national defense will consume about $ 273 billion a year compared with $ 267 billion now .	The national defense budget will decrease by 2002 .	contradiction
Porches and stoops , those symbols of a vibrant social life , stopped being used as gathering places for a rather practical reason -- air conditioning .	People simply prefer to be comfortable inside rather than outdoors in the sweltering heat .	entailment
Gary Oldman turns himself into some sort of gigantic hominid-bat creature and flaps about in Dracula . The Vampire Master in John Carpenter 's Vampires can fly down the road fast enough to catch a speeding car and can stick to the ceiling of a motel room .	Oldman made himself a creature that bit everyone he saw .	neutral
First , the horsemen brought out a teaser horse .	First , the horsemen brought out a teaser horse because the main horse has not arrived yet .	neutral
I do n't know all the answers , fella .	I 'm not sure about anything .	neutral
So it has gone , with conspiracism playing a role in crisis after crisis .	Conspiracy skips out on some crises	contradiction
Rep. Charles Rangel , D-N.Y. : I would say that if you had members of the KKK , that were not directly tied to the murder -- that they did not do the murder -- that 90 years [ in jail ] would be excessive .	Rep. Charles Rangel is a politician .	entailment
Among the allegations is that Tokyo Joe -- listen , he calls himself that -- duped subscribers to his e-mail advisory , exaggerating his annual returns by leaving out losing trades .	Tokyo Joe is careful to disclose both the good and bad of his business deals .	contradiction
Cop Bud White ( Crowe ) and Ed Exley ( Pearce ) almost mix it up ( 59 seconds ) :	Bud White has been a cop for 4 years .	neutral
But of course the DSM is informed by social values .	Social values were not taken into consideration during the DSM 's creation .	contradiction
They have found a new object of their affection .	A new object has captured their affection .	entailment
Think of it this When consumer confidence declines , it is as if , for some reason , the typical member of the co-op had become less willing to go out , more anxious to accumulate coupons for a rainy day .	When consumer confidence declines people are more likely to collect coupons .	entailment
But although the 60 Minutes producer is played by the star ( Pacino grandstands , but not to the point of distraction ) , Bergman 's story does n't have the same primal force .	The producer is played by Harrison Ford .	contradiction
The only comprehensible explanation is that the vocation that had burrowed in next to medicine had taken control , had insisted .	The only explanation is that the job that had been close to medicine had wrestled control of it .	entailment
We have heard , seen this pattern before .	We 've never seen or heard this pattern before .	contradiction
In fact , the sloping shoulder was the noticeable feature of the new clothes of the Dior era , coming as it did immediately in the wake of the Joan Crawford/Rosalind Russell period and its vigorous shoulder padding .	Dior era was known for sloping shoulders after the period of shoulder padding .	entailment
Marriage is an important institution .	Marriage is important to society .	entailment
But overinterpretation or even misinterpretation are not the same as bias .	Overinterpretation and misinterpretation are not bias .	entailment
The biography itself , which uses unpublished diaries and untapped Cuban government archives , is praised for having done a masterly job in evoking Che 's complex character , in separating the man from the myth ( Peter Canby , the New York Times Book Review ) . The Weekly Standard 's Stephen Schwartz calls it tainted for having received official support from the Castro regime and for abetting a Che revival .	The biography uses Cuban government archives and shows Che 's complexities , although it has been called tainted by Schwartz .	entailment
