sentence1	sentence2	label
Adrin nodded .	Adrin nodded his head .	entailment
Then he gave in .	He gave in to the pain .	neutral
Czarek was welcomed enthusiastically , even though the poultry brotherhood was paying a lot of sudden attention to the newcomers - a strong group of young and talented managers from an egzemo-exotic chicken farm in Fodder Band nearby Podunkowice .	Czarek was welcomed into the group .	entailment
True to his word to his faithful mare , Ca'daan left Whitebelly in Fena Dim and borrowed Gray Cloud from his uncle .	Ca'daan knew that Whitebelly was old and fragile and did n't want to endanger her with such a long journey .	neutral
No . I guess I 'm going too .	I guess I 'm not going to come .	contradiction
As he emerged , Boris remarked , glancing up at the clock : `` You are early .	Boris had just arrived at the rendezvous when he appeared .	neutral
Great mistake to say too much .	It was wrong to say too much .	entailment
Daniel took it upon himself to explain a few things .	Daniel explained what was happening .	entailment
They were quite , tetanic in character . ''	They would get upset whenever anyone would speak to them .	neutral
The woman rolled and drew two spears before the horse had rolled and broken the rest .	They were in rotation on the ground grabbing their weapons .	neutral
What are you going to do about it ? '' Tuppence frowned severely .	Tuppence did n't care what happened .	contradiction
The strychnine had been found in a drawer in the prisoner 's room .	There is a drawer in the prisoner 's quarters .	entailment
At the same moment I felt a terrific blow on the back of my head… . '' She shuddered .	I was hit on by a nerdy guy at the local bar .	contradiction
Her eyes flashed continually from one window to the other .	She was looking intently at the one window in front of her .	contradiction
Bolts of blue and tips of steal .	The bots in the furniture were blue .	neutral
At Gatehouse , in Kent .	It 's in a tent out by the Hundred Acre Woods .	contradiction
Ah , yes , actually , two weeks ago we had a very similar situation , the captain alertly added and quickly changed the subject , 'What 's important now is that you get ready for about 2 minutes in the state of weightlessness , and not some Slovakian satellite from two weeks ago .	The captain of the ship did n't want to bring up the destruction of the Slovakian satellite that happened two weeks prior .	neutral
That could n't happen in a sane world , either .	That could definitely happen in a sane world .	contradiction
The man looked at the girl .	A man and a girl were in sight of each other .	entailment
He pulled his cloak tighter and wished for a moment that he had not shaved his head .	The man wrapped himself in hos cloak because of the blustering winds and bitter cold outside that evening .	neutral
She shrugged .	She was motionless .	contradiction
Suddenly she started , and her face blanched .	She stood immobile , and had a stern expression on her face .	contradiction
Sorry but that 's how it is .	While one is apologetic about it , there is nothing that can be done .	entailment
I 'd noticed him more than once and I 'd figured it out in my own mind that he was afraid of somebody or something .	He looked like a brave young man who is never afraid of anything or anyone .	contradiction
We 're no nearer to finding Tuppence , and NEXT SUNDAY IS THE 29TH ! ''	If we do n't find her soon , she might be left for dead .	neutral
I felt like a rat .	I felt very weasily .	neutral
But to you , who know the truth , I propose to read certain passages which will throw some light on the extraordinary mentality of this great man . '' He opened the book , and turned the thin pages .	Certain passages within the thin-paged book will throw some light on the extraordinary mentality of this great man .	entailment
You 're all right now .	The struggle and pain is over .	neutral
If you still want to join , it might be worked .	You can try to do it if you 'd like to join .	entailment
It must be a difficult situation for you all .	It must be a tough situation for everyone .	entailment
When Mr. Hastings and Mr. Lawrence came in yesterday evening , they found your mistress busy writing letters .	Last night no one saw your mistress .	contradiction
This is Susan .	Susan is a a fifth grade teacher .	neutral
There should be someone here who knew more of what was going on in this world than he did now .	Everyone knew more of what was going on in the world than him .	neutral
He looks so awfully tired and bored , and yet you feel that underneath he 's just like steel , all keen 38 and flashing .	He looks fresh and keen about it .	contradiction
I found her leaning against the bannisters , deadly pale .	She looked very vibrant as she stood next to the banister .	contradiction
He caught his breath .	His breath would not come .	contradiction
The living is not equal to the Ritz , he observed with a sigh .	The living is nothing compared to the glamour of the Ritz , he said sadly .	entailment
Have her show it , '' said Thorn .	Thorn said she should show it .	entailment
It is the official solution , Liq .	This is an unofficial solution , Liq .	contradiction
Ah , yes , actually , two weeks ago we had a very similar situation , the captain alertly added and quickly changed the subject , 'What 's important now is that you get ready for about 2 minutes in the state of weightlessness , and not some Slovakian satellite from two weeks ago .	He was not slow to change the subject but before he did he added that there was a similar situation a couple weeks before .	entailment
Who ? asked Tommy .	Tommy inquired about the identity of the person .	entailment
Tuppence rose .	Tuppence stood up .	entailment
Bork shuddered .	Bork was perfectly still .	contradiction
No , I exclaimed , astonished .	Okay , I agreed breezily .	contradiction
Czesiek had suitable experience in the matter .	Czesiek was experienced in sword fighting .	neutral
It is the official solution , Liq .	This is the official solution to the alien problem we have had to contend with .	neutral
Something in his mind seemed also to have developed a `` tan '' that let him face the bite of chance without flinching .	Despite all his experiences he still flinched at the prospect of chance .	contradiction
I 'm not sentimental , you know . '' She paused .	She claimed not to be sentimental .	entailment
There are no means of destroying it ; and he dare not keep it .	There is no what to get rid of it .	neutral
'But if White has any designs at all on living , he 'll be as far from Little as he can possibly get by now . '	White will be a long ways away from Little right now .	entailment
Jon 's defense began to weaken and slow .	He slowed and tried to regain his strength .	neutral
Two is enough for a secret .	A secret needs two people .	entailment
The chain wielder smiled at her .	The chain wielder was smiling .	entailment
I sha n't stop you . ''	I do n't want to stop you .	neutral
Well , shut it then , laughed the woman .	She laughed about the situation even though she was annoyed .	neutral
The last stages of uploading are like a mental dry-heave .	There 's really no discernible feeling when to comes to uploading .	contradiction
Even us if you needed , '' said Jon .	He offered himself if needed .	entailment
All of them slept in one cave on animal skins , a single large clay pot cooked all of their food .	They used multiple clay pots to cook their food .	contradiction
She kept her most important papers in a purple despatch-case , which we must look through carefully . ''	We must carefully look through the purple despatch-case that she kept her most important papers in .	entailment
It shows clearly enough that my poor old friend had just found out she 'd been made a fool of !	I was relieved that my friend was feeling so well and happy .	contradiction
You did not understand that he believed Mademoiselle Cynthia guilty of the crime ?	He believed Mademoiselle Cynthia innocent and you were aware ?	contradiction
Others watched them with cold eyes and expressionless faces .	The group was too downtrodden to engage emotionally .	neutral
He seemed to have aged a thousand years .	He looked many years younger .	contradiction
I was pulled into the bar .	The lure of alcohol was unrelenting and the bar pulled me in .	neutral
The air is warm .	The arid air permeates the surrounding land .	neutral
He took the wicked blade as well .	The men took all the sword 's , a dozen at least .	neutral
'Not part of your biography .	What is being shown is not part of my biography .	neutral
I have to tell you , I tried to understand it .	I am upset that I can not understand it .	neutral
Great mistake to say too much .	The best thing to do was to say everything they knew .	contradiction
I think as soon as they get you , they 'll come for me .	People will come and get me .	entailment
The man looked at the girl .	The girl was the man 's daughter .	neutral
`` The summons was only for Dave Hanson , '' Ser Perth said sternly as the three drew up to him .	The others went to protect Dave .	neutral
I am due to speak at a meeting at two o'clock .	The meeting will be between the board members and a group of investors .	neutral
Jon walked back to the town to the smithy .	Jon traveled back to the town .	entailment
Over their backs fell the cutting lashes of a whip .	They received many lashes with a whip .	entailment
She has believed that the sleeping draught she administered was perfectly harmless , but there is no doubt that for one terrible moment she must have feared that Mrs. Inglethorp 's death lay at her door .	The sleeping draught was not harmless , as it gave her violent diarrhoea .	neutral
If all else failed , I could always make myself an exhibit .	Making myself an exhibit is not an option .	contradiction
He 'd gone a long way on what he 'd found in one elementary book .	He never found anything in any elementary books .	contradiction
The thing started to grow brighter .	The thing grew dimmer and dimmer by the second .	contradiction
I guess he thought you 'd turned up your toes .	He made a grave mistake by thinking incorrectly .	neutral
From that spot she could see all of them and , should she need to , she could see through them as well .	She could see through the ghosts with ease .	neutral
I 'd noticed him more than once and I 'd figured it out in my own mind that he was afraid of somebody or something .	I saw him a few times and I thought that he was hiding something and is scared to be found out .	neutral
Do not talk .	You should start talking now .	contradiction
He dismounted and Ca'daan saw he was smaller than the rest .	He was 5 inches shorter than the rest of the men .	neutral
Indeed , said San'doro .	They were certain .	entailment
It sounds perfect , said Jon .	Jon was talking to someone that he agreed with on most things .	neutral
She 's smiling but her eyes are closed .	Her eyes closed but she is smiling .	entailment
I just stopped where I was .	I stopped in my tracks	entailment
He was of two minds , one reveled in the peace of this village .	He loved how peaceful the village was .	entailment
`` Give it to me . '' He handed it to her .	She had an impatient tone when she spoke to him .	neutral
Ca'daan felt his skin get hot and unable to come up with any suitable response , moved on .	Ca'daan felt the heat on his skin .	entailment
He jumped up , planting one hand on the charging horse , and came at the brute with the axe .	He swung his axe at the brute to knock him off balance .	neutral
: Adrin 's Third Lesson	Adrin 's first lesson .	contradiction
That seems to make up for how he feels about what you did to the Voth .	He has feelings for what was done to the Voth .	entailment
We know they will have to come from the south but that gives them a space as wide as the town in which to launch their attack .	The south is totally protected against an attack .	contradiction
That could n't happen in a sane world , either .	A meteor could n't strike down in a sane world .	neutral
What about the hole ? '' They scanned the cliff-side narrowly .	They looked all over the cliff , looking for the hole .	entailment
It is the official solution , Liq .	This is officially the solution .	entailment
I can FEEL him . ''	I know he is near by .	neutral
But they reached a shrubbery near the house quite unmolested .	Try as they might , they could not reach the shrubbery unmolested .	contradiction
I 've always jumped on sentiment and here I am being more sentimental than anybody .	I 'm being the most sentimental of all , which is n't normal .	entailment
Daniel sat buried by the lights , occasionally pressing things .	Daniel sat on the sidewalk covered in Christmas lights .	neutral
I 'm not sentimental , you know . '' She paused .	Everyone thinks she 's sentimental .	neutral
Yes , it does , admitted Tuppence .	Tuppence admitted something .	entailment
Vrenna looked it and smiled .	Vrenna was angry that she could n't find what she was looking for	contradiction
The day my deadline came , I got a business card .	On the day of the deadline , I received a gold trophy .	contradiction
Just like we have hairpins and powder-puffs . '' Tommy handed over a rather shabby green notebook , and Tuppence began writing busily .	Tommy handed Tuppence a shabby green notebook .	entailment
Smart men make good thieves , as long as they 're desperate .	A desperate and smart man makes a good thief .	entailment
'Not part of your biography .	What I was shown is definitely part of my biography .	contradiction
IQ boosting was achieved through a fetal replacement process where the embryos from two carefully selected mothers were to be switched from one to another .	IQ boosting can be done through fetal replacement .	entailment
It is , as you see , highly magnified .	It is plain for you to see that it is amplified .	entailment
Tommy had a healthy and vigorous appetite .	Tommy was n't hungry .	contradiction
'So I assume he hacked into the autopilot and reprogrammed it to- '	I assumed he reprogrammed the autopilot .	entailment
But there 's John ” and Miss Howard , surely they were speaking the truth ? ''	I would trust them with my life .	neutral
It 's absurd but I ca n't help it . Sir James nodded again .	Sir James thinks it 's absurd to feel this way , but ca n't shake the feeling .	neutral
He was standing in front of a grey backdrop- somewhere that could be anywhere .	You could n't tell where he was because he was in front of a backdrop .	entailment
In the midst of a final desultory polishing of her silver , Tuppence was disturbed by the ringing of the front door bell , and went to answer it .	Tuppence polishes her silver every day and hates to be disturbed .	neutral
But I 've seen five other bodies come down like this .	It is unacceptable the way these bodies are coming down .	neutral
She 's very tired .	She is full of energy .	contradiction
Do n't remember .	I ca n't remember .	entailment
I am glad she was n't , said Jon .	Jon was happy that Jane was not going to the dance .	neutral
There are no means of destroying it ; and he dare not keep it .	He should keep it with him .	contradiction
But the third try worked better .	The third try was even more of a failure than the second try .	contradiction
There should be someone here who knew more of what was going on in this world than he did now .	He knew things , but hoped someone else knew more .	entailment
Then he turned to Tommy .	He talked to Tommy .	neutral
He seemed too self-assured .	He is insecure .	contradiction
Lincoln glared .	The man winked .	contradiction
Indeed , said San'doro .	Indeed , they said .	entailment
Then he gave in .	He gave in .	entailment
Pray be seated , mademoiselle .	Please do n't seat yourself , miss .	contradiction
Impossible .	Can not be done .	entailment
Each room was outfitted with a leather sofa and three fold-out beds for students exhausted after a full day of hard work .	There were only two beds per room for the students .	contradiction
`` You 're not going to marry him , do you hear ? '' he said dictatorially .	I approve of your marriage to this man .	contradiction
They look just as good as new . '' They cut them carefully and ripped away the oilskin .	The oilskin would be good for several months of use .	neutral
Jon was fighting at full speed , sweat forming on his brow .	Jon was fighting demons at full speed .	neutral
Well , she 's found .	She has been discovered .	entailment
We come to a little difficulty here , since Mrs. Inglethorp never drank it . ''	Mrs. Inglethorp definitely drank it .	contradiction
That 's the second time you 've made that sort of remark .	You have n't remarked on the situation at all .	contradiction
Egg cattle merry wedged marvelous	The ducks were at the pond .	contradiction
Arsenic would put poor Emily out of the way just as well as strychnine .	Neither arsenic nor strychnine would be effective on Emily .	contradiction
I lay awake waiting until I judged it must be about two o'clock in the morning .	I assumed that it was two o'clock in the morning .	entailment
She seemed so different ``	She seemed the same as always .	contradiction
Complacency came easily after a couple of weeks without capture .	We got complacent after not getting captured for weeks .	entailment
It must be a difficult situation for you all .	Everyone should find the situation easy .	contradiction
Poirot remained lost in thought for a few minutes .	Poirot was focused deeply on his thoughts .	entailment
Shortly after stepping out on the bridge , Jon felt the entire walkway narrow .	The walkway narrowed as Jon stepped out on the bridge .	entailment
True to his word to his faithful mare , Ca'daan left Whitebelly in Fena Dim and borrowed Gray Cloud from his uncle .	Ca'daan kept his word , leaving Whitebelly and borrowing Gray Cloud from a relative .	entailment
He dismounted and Ca'daan saw he was smaller than the rest .	He was shorter than the others .	entailment
Jon shifted and the sword tip slid past .	John dodged the tip of the sword .	entailment
Yes , you 've done very well , young man .	No , you have not done very well .	contradiction
The thing started to grow brighter .	It started to illuminate more and more .	entailment
'You burned down my house . '	'You used matches and gasoline to commit arson . '	neutral
Nothing prior to May 7 , 1915 .	Everything is before May 7 , 1915 .	contradiction
Do n't take it to heart , lad , he said kindly .	Do n't look too much into it .	entailment
But I 've seen five other bodies come down like this .	This is the first body that came down like this .	contradiction
`` Give it to me . '' He handed it to her .	She told him to give it to her .	entailment
They even smiled at Susan and she smiled back .	They frowned at Susan .	contradiction
Great mistake to say too much .	It screwed things up when they said too much .	entailment
Each room was outfitted with a leather sofa and three fold-out beds for students exhausted after a full day of hard work .	Every student slept in these housings , no matter what .	neutral
No , Dave Hanson , you were too important to us for that .	Yes , Dave Man , you are not important to us .	contradiction
The cold air and the abundance of water gave them all good cheer that eve .	They were happy for the cold air and water .	entailment
There 214 was some talk of sending me to a specialist in Paris .	I might be sent to Paris or London	neutral
So have I for that matter , but I flatter myself that my choice of dishes was more judicious than yours .	My choice of dishes were better than yours but yours were good too .	neutral
You will learn later that the person who usually poured out Mrs. Inglethorp 's medicine was always extremely careful not to shake the bottle , but to leave the sediment at the bottom of it undisturbed .	The person was after Mrs. Inglethorp 's vast fortune .	neutral
Perhaps we should prepare a militia .	We should n't bother preparing a militia .	contradiction
She had thrown away her cloak and tied her hair back into a topknot to keep it out of the way .	She put her hair up .	entailment
I guess history repeats itself , Jane .	History certainly does n't repeat , Jane .	contradiction
I do n't know .	I am certain .	contradiction
True to his word to his faithful mare , Ca'daan left Whitebelly in Fena Dim and borrowed Gray Cloud from his uncle .	Ca'daan kept his word to Gray Cloud and borrowed Whitebelly from his uncle .	contradiction
